8087 8074 9425 8409 8692 8865 8229 9297 9442 10324 11388 13558 9343 8333 9710 8898 9214 8908 8727 9551 8420 10118 10903 12624 9912 8925 9670 9684 9713 8969 9478 9845 9678 10738 11412 14190 10568 9654 10403 10415 10322 10185 10511 10641 11253 12099 12162 16091 11989 11260 12621 12030 11706 11840 11655 12540 12412 13030 14604 18470 13209 12317 14154 13352 13639 13634 13107 14910 14318 15022 16922 21316 15811 14531 17046 15024 16071 15795 14768 16897 16050 17497 19037 23724 17540 16118 18040 16927 18053 17211 17617 18523 17206 19574 21583 25289 18651 17399 17984 18676 18621 18128 18591 18127 18547 19067 18998 26453 18178 16779 18458 17894 17773 18638 18569 18697 19164 19739 22000 29736 19565 18419 21629 20385 20021 21027 19875 21602 21327 21388 25275 32975 22221 20666 23815 21954 23133 23110 21664 24422 23446 24090 29238 36938 24739 24201 25943 24432 26383 25035 25015 27379 25451 27483 32753 39841 28098 25253 27282 27402 28056 26167 27457 28336 27345 28735 32568 43788 28156 26328 29756 29712 30128 30047 30695 30719 31207 32762 36318 50237 31746 29974 34138 33574 33274 33859 34657 34288 34840 35862 41798 55977 34713 34897 38717 37095 38652 38533 37412 40121 38743 39280 48396 61223 39799 37532 43591 40909 44473 43208 42449 44818 41965 44166 55156 66981

